Beta_Carot,Calcium_(mg),Carbohydrt_(g),Energ_Kcal,Fiber_TD_(g),Iron_(mg),Lipid_Tot_(g),Magnesium_(mg),Manganese_(mg),Protein_(g),Sodium_(mg),Vit_A_RAE,Vit_B12,Vit_B6_(mg),Vit_C_(mg),Vit_D,Vit_E_(mg),Water_(g)
1.91E-04,0.002988,0.426085,0.350333,0.048964,0.013586,0.161,0.014065,0.003725,0.035047,0.00965,4.66E-04,0.002406,0.005086,6.84E-04,0,0.04187,0.376376
0,0.001086,0,0.280488,0,0.020156,0.1995,0.026723,0.001048,0.214836,0.00129,4.66E-04,0.052632,0.068486,0,0.007117,0.004138,0.60961
0,0.001222,0,0.191796,0,0.021715,0.0997,0.030942,0.001214,0.244509,0.001677,1.86E-04,0.058045,0.079166,0,0.003559,0.003895,0.686486
0,0.008963,0.485097,0.298226,0.07533,0.030067,0.044,0.052039,0.015634,0.098131,0.012127,4.66E-04,9.02E-04,0.011527,0,0,0.011685,0.367367
0,0,0,0.291574,0,0,0,0,0,0,5.20E-05,0,0,0,0,0,0,0.621622
0,0.001765,0.384477,0.348115,0.065913,0.015256,0.1612,0.04782,0.003975,0.043925,0.007482,0,0,0.064248,0.001421,0,0.018987,0.397998
0,0.016295,0.610122,0.556541,0.030132,0.040089,0.253,0.037975,0.009247,0.086449,0.005573,0,0,0.008985,0,0,0.049416,0.035035
0,0,0,0.256098,0,0.001336,0,0,2.99E-04,0,2.60E-05,0,0,0,0,0,0,0.666667
4.97E-04,0.003666,0.104021,0.097561,0.007533,0.005568,0.042,0.007032,0.003326,0.025701,0.016435,0.002608,0.001203,0.00339,5.26E-04,0,0.010467,0.810811
0,0.002852,0,0.218404,0,0.015702,0.0833,0.036568,3.33E-04,0.333762,0.001625,0,0.010526,0.079675,0,0.003559,0.003165,0.628929
0,0.003123,0,0.281596,0,0.028731,0.1617,0.026723,1.50E-04,0.294977,0.001729,0,0.074586,0.055772,0,0.007117,0.010954,0.577578
0,0.001086,0,0.076497,0,0.001782,0.0041,0.028129,2.00E-04,0.178388,0.007818,1.86E-04,0.059549,0.019834,0,0.017794,0.013145,0.84034
0,5.43E-04,0.004601,0.150776,0,0.009243,0.051,0.030942,3.66E-04,0.259112,0.025208,0.001211,0.015038,0.071538,0,0.02847,0.004625,0.685986
0,4.07E-04,0.935687,0.415743,0.003766,0.001448,5.00E-04,0.002813,5.82E-04,0,0.00129,0,0,6.78E-04,0,0,0,0.063063
0,0.003259,0.640428,0.414634,0.018832,0.015145,0.1154,0.011252,0.005073,0.040537,0.01321,4.66E-04,0.005714,0,5.30E-05,0.003559,0.015093,0.196196
0.001108,0.007876,0.053311,0.074279,0.062147,0.016815,0.0401,0.068917,0.006935,0.051051,0.029284,3.73E-04,0,0.01068,7.89E-04,0,0.008763,0.827327
0.001796,2.72E-04,0.187037,0.095344,0.037665,0.005791,0.0135,0.052039,0.002711,0.038201,3.87E-04,8.38E-04,0,0.015765,0.003579,0,0.001704,0.761261
0,8.15E-04,0.052911,0.031042,0.041431,0.019376,0.0047,0.016878,0.001913,0.02535,0.006141,0,0,0.016104,0.002105,0.007117,2.43E-04,0.911712
0,0.002309,0.045109,0.021064,0.032015,0.003786,0.0013,0.016878,0.003143,0.009579,5.20E-05,0,0,0.012884,0.004053,0,0.002921,0.943343
0,0.007333,0.466393,0.390244,0.016949,0.029844,0.1509,0.025316,0.00785,0.086215,0.027865,1.86E-04,0.001805,0.011188,0,0,0.019231,0.273574
0,0.006654,0.226045,0.144124,0,0.001002,0.0378,0.005626,1.83E-04,0.016939,0.003664,1.86E-04,0.004511,0.003221,1.05E-04,0,0.007303,0.717317
0,9.51E-04,0,0.237251,0,0.031514,0.0767,0.032349,2.00E-04,0.397196,0.001135,0,0.056541,0.077301,0,0.003559,0.010954,0.581481
0,9.51E-04,0,0.226164,0,0.028174,0.09,0.028129,1.83E-04,0.358294,0.001058,0,0.051429,0.068317,0,0.003559,0.010467,0.596496
0,0.01616,0.544109,0.324834,0.047081,0.037082,0.04,0.036568,0.007002,0.10514,0.015274,0,6.02E-04,0.01068,0,0,0.005842,0.304304
0,9.51E-04,0,0.21286,0,0.007127,0.0882,0.035162,1.16E-04,0.308995,0.001187,9.30E-05,0.017444,0.117308,0,0.017794,0.002678,0.638238
1.91E-04,0.008963,0.089518,0.074279,0.013183,0.002339,0.0211,0.011252,0.001497,0.036682,0.00307,0.001397,0.00812,0.006103,5.30E-05,0,4.87E-04,0.853353
0,0.003802,0,0.281596,0,0.02706,0.165,0.025316,1.50E-04,0.286916,0.001806,0,0.074286,0.054246,0,0.007117,0.010954,0.575576
0,0,0.890978,0.404656,0,4.45E-04,0,0,0,0.02535,0,0,0,0,0,0,0,0.087588
0,0.001765,0,0.240576,0,0.030178,0.1173,0.030942,2.16E-04,0.305023,0.001754,0,0.076992,0.0673,0,0.007117,0.009981,0.614114
0,0.003802,0,0.225055,0,0.016927,0.104,0.042194,1.83E-04,0.319743,0.002012,0.002235,0.040301,0.107306,0,0.007117,0.002678,0.621321
0,0.01195,0.569014,0.586475,0.07533,0.011804,0.2932,0.113924,0.016016,0.118692,0.005496,0.002608,0.005714,0.016104,2.63E-04,0,0.030672,0.02002
0,0.011678,0.684137,0.432373,0.05838,0.019042,0.148,0.063291,0.005954,0.047897,9.29E-04,0.002701,0.011128,0.012544,1.05E-04,0,0.007059,0.112112
0,0.002444,0,0.266075,0,0.030512,0.1436,0.028129,1.66E-04,0.302921,0.001651,0,0.074887,0.057298,0,0.007117,0.010711,0.59039
0,0.004345,0.001,0.208426,0,0.025947,0.0722,0.033755,3.83E-04,0.333762,0.002038,0,0.011128,0.061027,0,0.007117,0.015579,0.631532
0,0.002716,0.688738,0.308204,0.020716,0.005457,7.00E-04,0.005626,6.65E-04,0.004322,8.26E-04,0,0,0.00339,0.004632,0,0.002921,0.305005
0,0.002173,0.046609,0.121951,0,0.004566,0.0273,0.033755,2.83E-04,0.194393,0.027323,0,0.010827,0.062722,0,0,0.006573,0.724825
0,0.00258,0,0.197339,0,0.020824,0.0584,0.035162,1.83E-04,0.343692,0.001574,0,0.050526,0.106967,0,0.003559,0.00925,0.643544
0,0.022135,0.492799,0.329268,0.045198,0.036971,0.0758,0.029536,0.008582,0.093575,0.019144,0,0,0.004747,0,0,0.020935,0.324625
1.15E-04,0.001765,0.128726,0.058758,0.003766,0.003452,0.0012,0.016878,0.008382,0.004206,5.20E-05,0,0,0.016952,0.005263,0,4.87E-04,0.864565
3.80E-05,0.002852,0.679136,0.529933,0.015066,0.023831,0.211,0.016878,1.66E-04,0.059579,0.009211,0.002422,0.005714,0.009493,5.30E-05,0.003559,0.006573,0.048048
0,0.010049,0.738148,0.476718,0.018832,0.071604,0.128,0.073136,0.020906,0.065421,0.011843,0,0,0.01763,0,0,0.002678,0.058058
0,0.001086,0,0.27051,0,0.019376,0.1873,0.026723,0.001114,0.22021,0.00129,4.66E-04,0.051128,0.067469,0,0.003559,0.003408,0.618318
0.003822,0.003802,0.194539,0.116408,0.112994,0.021826,0.003,0.078762,0.013521,0.077687,7.48E-04,7.45E-04,0,0.019495,0.003053,0,0.015579,0.724224
0,9.51E-04,0,0.2051,0,0.030067,0.0545,0.029536,1.83E-04,0.371729,0.001084,0,0.052632,0.072385,0,0.003559,0.011928,0.62022
0,0.002988,0,0.144124,0,0.010134,0.0528,0.032349,4.66E-04,0.225117,0.002348,0,0.050226,0.066113,0,0,0.006573,0.748549
0,0.00258,0,0.296009,0,0.01882,0.1712,0.030942,1.50E-04,0.309112,0.001393,0,0.046917,0.093914,0,0.010676,0.011441,0.560961
